,notification_date,TY,SType
46,2020-07-10,1,Cumberland
47,2020-07-18,4,Cumberland
48,2020-07-20,2,Cumberland
49,2020-07-21,2,Cumberland
50,2020-07-23,2,Cumberland
51,2020-07-24,4,Cumberland
52,2020-07-26,1,Cumberland
53,2020-07-28,6,Cumberland
54,2020-07-29,4,Cumberland
55,2020-07-31,1,Cumberland
56,2020-08-01,1,Cumberland
57,2020-08-02,1,Cumberland
58,2020-08-05,2,Cumberland
59,2020-08-06,4,Cumberland
60,2020-08-09,1,Cumberland
61,2020-08-11,2,Cumberland
62,2020-08-14,3,Cumberland
63,2020-08-15,1,Cumberland
64,2020-08-16,2,Cumberland
65,2020-08-30,1,Cumberland
66,2020-08-31,6,Cumberland
67,2020-09-01,3,Cumberland
68,2020-09-02,2,Cumberland
69,2020-09-07,1,Cumberland
70,2020-09-09,1,Cumberland
71,2020-09-11,1,Cumberland
72,2020-09-13,1,Cumberland
73,2020-09-29,2,Cumberland
74,2020-10-01,1,Cumberland
75,2020-10-04,1,Cumberland
76,2020-10-07,3,Cumberland
77,2020-10-12,2,Cumberland
78,2020-10-13,3,Cumberland
79,2020-10-14,1,Cumberland
80,2020-10-17,1,Cumberland
81,2020-10-23,1,Cumberland
82,2020-10-29,5,Cumberland
83,2020-11-03,1,Cumberland
84,2020-11-08,1,Cumberland
85,2020-11-14,1,Cumberland
86,2020-11-15,1,Cumberland
87,2020-11-27,1,Cumberland
88,2020-11-29,1,Cumberland
89,2020-12-02,1,Cumberland
90,2020-12-18,1,Cumberland
91,2020-12-20,1,Cumberland
92,2020-12-23,1,Cumberland
93,2020-12-29,1,Cumberland
94,2020-12-30,1,Cumberland
95,2020-12-31,7,Cumberland
96,2021-01-01,1,Cumberland
97,2021-01-02,1,Cumberland
98,2021-01-03,2,Cumberland
99,2021-01-04,1,Cumberland
100,2021-01-05,2,Cumberland
101,2021-01-06,2,Cumberland
102,2021-01-08,2,Cumberland
103,2021-01-09,1,Cumberland
104,2021-01-10,1,Cumberland
105,2021-01-11,1,Cumberland
106,2021-01-12,1,Cumberland
107,2021-01-15,2,Cumberland
108,2021-01-16,5,Cumberland
109,2021-02-09,1,Cumberland
110,2021-02-21,1,Cumberland
111,2021-02-28,2,Cumberland
112,2021-03-04,1,Cumberland
113,2021-03-11,1,Cumberland
114,2021-03-17,1,Cumberland
115,2021-03-24,1,Cumberland
116,2021-03-28,1,Cumberland
117,2021-04-04,1,Cumberland
118,2021-04-05,1,Cumberland
119,2021-04-09,1,Cumberland
120,2021-04-15,1,Cumberland
121,2021-04-17,2,Cumberland
122,2021-04-18,1,Cumberland
123,2021-04-19,1,Cumberland
124,2021-04-24,1,Cumberland
125,2021-04-26,1,Cumberland
126,2021-04-28,4,Cumberland
127,2021-05-02,1,Cumberland
128,2021-05-04,2,Cumberland
129,2021-05-05,3,Cumberland
130,2021-05-12,2,Cumberland
131,2021-05-16,1,Cumberland
132,2021-05-17,1,Cumberland
133,2021-05-19,1,Cumberland
134,2021-05-21,1,Cumberland
135,2021-05-27,2,Cumberland
136,2021-06-07,2,Cumberland
137,2021-06-10,1,Cumberland
138,2021-06-18,3,Cumberland
139,2021-06-19,1,Cumberland
140,2021-06-24,2,Cumberland
141,2021-06-29,2,Cumberland
142,2021-06-30,1,Cumberland
143,2021-07-01,1,Cumberland
144,2021-07-02,2,Cumberland
145,2021-07-03,1,Cumberland
146,2021-07-04,2,Cumberland
147,2021-07-06,2,Cumberland
148,2021-07-07,2,Cumberland
149,2021-07-08,1,Cumberland
150,2021-07-09,2,Cumberland
151,2021-07-10,5,Cumberland
152,2021-07-11,2,Cumberland
153,2021-07-13,3,Cumberland
154,2021-07-14,1,Cumberland
155,2021-07-15,8,Cumberland
156,2021-07-16,7,Cumberland
157,2021-07-17,6,Cumberland
158,2021-07-18,11,Cumberland
159,2021-07-19,5,Cumberland
160,2021-07-20,22,Cumberland
161,2021-07-21,21,Cumberland
162,2021-07-22,15,Cumberland
163,2021-07-23,29,Cumberland
164,2021-07-24,22,Cumberland
165,2021-07-25,32,Cumberland
166,2021-07-26,15,Cumberland
167,2021-07-27,9,Cumberland
168,2021-07-28,34,Cumberland
169,2021-07-29,25,Cumberland
170,2021-07-30,36,Cumberland
171,2021-07-31,21,Cumberland
0,2020-03-08,1,Liverpool
1,2020-03-12,1,Liverpool
2,2020-03-16,2,Liverpool
3,2020-03-19,1,Liverpool
4,2020-03-20,2,Liverpool
5,2020-03-21,1,Liverpool
6,2020-03-22,4,Liverpool
7,2020-03-23,2,Liverpool
8,2020-03-24,2,Liverpool
9,2020-03-25,2,Liverpool
10,2020-03-26,4,Liverpool
11,2020-03-27,7,Liverpool
12,2020-03-29,2,Liverpool
13,2020-03-31,1,Liverpool
14,2020-04-02,1,Liverpool
15,2020-04-07,2,Liverpool
16,2020-04-08,5,Liverpool
17,2020-04-09,4,Liverpool
18,2020-04-10,1,Liverpool
19,2020-04-11,1,Liverpool
20,2020-04-14,2,Liverpool
21,2020-04-15,1,Liverpool
22,2020-04-18,1,Liverpool
23,2020-06-13,1,Liverpool
24,2020-06-28,1,Liverpool
25,2020-07-04,1,Liverpool
26,2020-07-08,1,Liverpool
27,2020-07-11,1,Liverpool
28,2020-07-12,6,Liverpool
29,2020-07-13,5,Liverpool
30,2020-07-14,3,Liverpool
31,2020-07-15,2,Liverpool
32,2020-07-17,2,Liverpool
33,2020-07-18,1,Liverpool
34,2020-07-19,1,Liverpool
35,2020-07-20,2,Liverpool
36,2020-07-21,2,Liverpool
37,2020-07-22,3,Liverpool
38,2020-07-24,1,Liverpool
39,2020-07-25,3,Liverpool
40,2020-07-26,1,Liverpool
41,2020-07-27,1,Liverpool
42,2020-07-29,2,Liverpool
43,2020-07-30,2,Liverpool
44,2020-07-31,1,Liverpool
45,2020-08-01,4,Liverpool
46,2020-08-03,4,Liverpool
47,2020-08-05,1,Liverpool
48,2020-08-11,3,Liverpool
49,2020-08-16,1,Liverpool
50,2020-08-19,1,Liverpool
51,2020-08-21,1,Liverpool
52,2020-08-23,1,Liverpool
53,2020-08-30,1,Liverpool
54,2020-09-03,1,Liverpool
55,2020-09-19,1,Liverpool
56,2020-09-30,1,Liverpool
57,2020-10-08,1,Liverpool
58,2020-10-10,2,Liverpool
59,2020-10-14,1,Liverpool
60,2020-10-18,1,Liverpool
61,2020-10-21,1,Liverpool
62,2020-10-24,3,Liverpool
63,2020-10-28,4,Liverpool
64,2020-11-01,1,Liverpool
65,2020-11-05,3,Liverpool
66,2020-11-21,1,Liverpool
67,2020-11-24,1,Liverpool
68,2020-12-26,2,Liverpool
69,2020-12-28,1,Liverpool
70,2020-12-29,1,Liverpool
71,2021-01-16,2,Liverpool
72,2021-01-20,1,Liverpool
73,2021-02-08,1,Liverpool
74,2021-03-14,1,Liverpool
75,2021-04-05,2,Liverpool
76,2021-04-08,1,Liverpool
77,2021-04-16,1,Liverpool
78,2021-05-01,1,Liverpool
79,2021-05-03,1,Liverpool
80,2021-05-17,1,Liverpool
81,2021-05-27,1,Liverpool
82,2021-06-07,1,Liverpool
83,2021-06-22,1,Liverpool
84,2021-06-23,2,Liverpool
85,2021-06-24,6,Liverpool
86,2021-06-25,5,Liverpool
87,2021-06-26,1,Liverpool
88,2021-06-27,1,Liverpool
89,2021-06-28,2,Liverpool
90,2021-06-29,5,Liverpool
91,2021-06-30,1,Liverpool
92,2021-07-02,1,Liverpool
93,2021-07-05,2,Liverpool
94,2021-07-06,4,Liverpool
95,2021-07-07,1,Liverpool
96,2021-07-08,4,Liverpool
97,2021-07-09,2,Liverpool
98,2021-07-10,3,Liverpool
99,2021-07-11,8,Liverpool
100,2021-07-12,1,Liverpool
101,2021-07-13,7,Liverpool
102,2021-07-14,7,Liverpool
103,2021-07-15,8,Liverpool
104,2021-07-16,14,Liverpool
105,2021-07-17,3,Liverpool
106,2021-07-18,20,Liverpool
107,2021-07-19,4,Liverpool
108,2021-07-20,5,Liverpool
109,2021-07-21,12,Liverpool
110,2021-07-22,14,Liverpool
111,2021-07-23,7,Liverpool
112,2021-07-24,14,Liverpool
113,2021-07-25,11,Liverpool
114,2021-07-26,9,Liverpool
115,2021-07-27,15,Liverpool
116,2021-07-28,37,Liverpool
117,2021-07-29,26,Liverpool
118,2021-07-30,22,Liverpool
119,2021-07-31,19,Liverpool
0,2020-03-08,1,Woollahra
1,2020-03-10,1,Woollahra
2,2020-03-11,1,Woollahra
3,2020-03-13,4,Woollahra
4,2020-03-14,1,Woollahra
5,2020-03-15,4,Woollahra
6,2020-03-16,1,Woollahra
7,2020-03-17,4,Woollahra
8,2020-03-18,3,Woollahra
9,2020-03-19,4,Woollahra
10,2020-03-20,10,Woollahra
11,2020-03-21,8,Woollahra
12,2020-03-22,4,Woollahra
13,2020-03-23,9,Woollahra
14,2020-03-24,4,Woollahra
15,2020-03-25,10,Woollahra
16,2020-03-26,2,Woollahra
17,2020-03-27,4,Woollahra
18,2020-03-28,2,Woollahra
19,2020-03-29,1,Woollahra
20,2020-03-30,3,Woollahra
21,2020-03-31,3,Woollahra
22,2020-04-01,1,Woollahra
23,2020-04-02,1,Woollahra
24,2020-04-04,1,Woollahra
25,2020-04-05,1,Woollahra
26,2020-04-09,1,Woollahra
27,2020-04-10,2,Woollahra
28,2020-04-11,1,Woollahra
29,2020-04-29,1,Woollahra
30,2020-06-11,1,Woollahra
31,2020-07-19,1,Woollahra
32,2020-08-13,3,Woollahra
33,2020-08-28,2,Woollahra
34,2020-09-01,1,Woollahra
35,2020-09-03,1,Woollahra
36,2020-11-28,1,Woollahra
37,2020-12-17,1,Woollahra
38,2020-12-20,1,Woollahra
39,2020-12-21,1,Woollahra
40,2020-12-23,1,Woollahra
41,2020-12-24,1,Woollahra
42,2020-12-26,2,Woollahra
43,2020-12-30,1,Woollahra
44,2021-01-01,4,Woollahra
45,2021-01-06,4,Woollahra
46,2021-01-15,1,Woollahra
47,2021-01-25,1,Woollahra
48,2021-05-05,2,Woollahra
49,2021-06-18,1,Woollahra
50,2021-06-21,1,Woollahra
51,2021-06-23,1,Woollahra
52,2021-06-24,2,Woollahra
53,2021-06-25,3,Woollahra
54,2021-06-26,2,Woollahra
55,2021-06-28,1,Woollahra
56,2021-06-29,1,Woollahra
57,2021-06-30,3,Woollahra
58,2021-07-01,1,Woollahra
59,2021-07-02,2,Woollahra
60,2021-07-05,1,Woollahra
61,2021-07-09,1,Woollahra
62,2021-07-11,3,Woollahra
63,2021-07-15,1,Woollahra
64,2021-07-27,1,Woollahra
65,2021-07-28,1,Woollahra
0,2020-03-08,1,Blue Mountains
1,2020-03-10,1,Blue Mountains
2,2020-03-13,1,Blue Mountains
3,2020-03-19,1,Blue Mountains
4,2020-03-20,1,Blue Mountains
5,2020-03-23,2,Blue Mountains
6,2020-03-24,2,Blue Mountains
7,2020-03-25,3,Blue Mountains
8,2020-03-26,2,Blue Mountains
9,2020-03-27,1,Blue Mountains
10,2020-03-28,1,Blue Mountains
11,2020-03-29,1,Blue Mountains
12,2020-03-30,3,Blue Mountains
13,2020-04-01,1,Blue Mountains
14,2020-04-03,1,Blue Mountains
15,2020-04-23,2,Blue Mountains
16,2020-04-24,1,Blue Mountains
17,2020-05-03,1,Blue Mountains
18,2020-05-13,1,Blue Mountains
19,2020-07-09,2,Blue Mountains
20,2020-07-10,2,Blue Mountains
21,2020-07-20,1,Blue Mountains
22,2020-09-09,2,Blue Mountains
23,2020-09-11,1,Blue Mountains
24,2020-09-14,1,Blue Mountains
25,2020-09-15,2,Blue Mountains
26,2021-01-08,1,Blue Mountains
27,2021-07-16,1,Blue Mountains
28,2021-07-17,1,Blue Mountains
29,2021-07-29,1,Blue Mountains
0,2020-03-09,3,Blacktown
1,2020-03-11,2,Blacktown
2,2020-03-12,1,Blacktown
3,2020-03-13,1,Blacktown
4,2020-03-17,1,Blacktown
5,2020-03-18,1,Blacktown
6,2020-03-20,2,Blacktown
7,2020-03-21,1,Blacktown
8,2020-03-22,3,Blacktown
9,2020-03-23,5,Blacktown
10,2020-03-24,4,Blacktown
11,2020-03-25,8,Blacktown
12,2020-03-26,6,Blacktown
13,2020-03-27,7,Blacktown
14,2020-03-28,4,Blacktown
15,2020-03-29,12,Blacktown
16,2020-03-30,6,Blacktown
17,2020-03-31,6,Blacktown
18,2020-04-01,7,Blacktown
19,2020-04-02,5,Blacktown
20,2020-04-03,7,Blacktown
21,2020-04-04,2,Blacktown
22,2020-04-05,1,Blacktown
23,2020-04-06,2,Blacktown
24,2020-04-07,1,Blacktown
25,2020-04-08,1,Blacktown
26,2020-04-09,6,Blacktown
27,2020-04-11,2,Blacktown
28,2020-04-14,1,Blacktown
29,2020-04-19,1,Blacktown
30,2020-04-28,2,Blacktown
31,2020-04-30,1,Blacktown
32,2020-05-04,1,Blacktown
33,2020-05-13,1,Blacktown
34,2020-05-14,2,Blacktown
35,2020-05-24,1,Blacktown
36,2020-05-31,3,Blacktown
37,2020-06-01,2,Blacktown
38,2020-06-02,1,Blacktown
39,2020-06-04,3,Blacktown
40,2020-06-11,1,Blacktown
41,2020-06-23,2,Blacktown
42,2020-06-24,1,Blacktown
43,2020-06-26,2,Blacktown
44,2020-06-27,1,Blacktown
45,2020-06-29,2,Blacktown
46,2020-06-30,3,Blacktown
47,2020-07-03,2,Blacktown
48,2020-07-04,1,Blacktown
49,2020-07-08,1,Blacktown
50,2020-07-14,1,Blacktown
51,2020-07-15,1,Blacktown
52,2020-07-18,1,Blacktown
53,2020-07-19,1,Blacktown
54,2020-07-20,2,Blacktown
55,2020-07-22,1,Blacktown
56,2020-07-26,1,Blacktown
57,2020-07-28,2,Blacktown
58,2020-07-29,1,Blacktown
59,2020-07-30,2,Blacktown
60,2020-07-31,1,Blacktown
61,2020-08-08,1,Blacktown
62,2020-08-09,1,Blacktown
63,2020-08-10,1,Blacktown
64,2020-08-18,1,Blacktown
65,2020-08-21,1,Blacktown
66,2020-08-23,1,Blacktown
67,2020-08-25,2,Blacktown
68,2020-08-26,3,Blacktown
69,2020-08-27,2,Blacktown
70,2020-08-29,1,Blacktown
71,2020-08-30,1,Blacktown
72,2020-09-05,1,Blacktown
73,2020-09-07,1,Blacktown
74,2020-09-08,1,Blacktown
75,2020-09-09,2,Blacktown
76,2020-09-11,1,Blacktown
77,2020-09-14,1,Blacktown
78,2020-09-22,1,Blacktown
79,2020-09-24,1,Blacktown
80,2020-09-28,1,Blacktown
81,2020-09-30,2,Blacktown
82,2020-10-08,2,Blacktown
83,2020-10-13,1,Blacktown
84,2020-10-14,2,Blacktown
85,2020-10-15,1,Blacktown
86,2020-10-26,1,Blacktown
87,2020-11-30,1,Blacktown
88,2020-12-09,2,Blacktown
89,2020-12-12,1,Blacktown
90,2020-12-20,1,Blacktown
91,2020-12-21,2,Blacktown
92,2020-12-22,4,Blacktown
93,2020-12-23,1,Blacktown
94,2020-12-26,1,Blacktown
95,2020-12-27,1,Blacktown
96,2021-01-01,1,Blacktown
97,2021-01-02,1,Blacktown
98,2021-01-03,1,Blacktown
99,2021-01-04,1,Blacktown
100,2021-01-10,1,Blacktown
101,2021-01-11,1,Blacktown
102,2021-01-15,1,Blacktown
103,2021-01-29,1,Blacktown
104,2021-02-24,1,Blacktown
105,2021-02-27,1,Blacktown
106,2021-03-04,4,Blacktown
107,2021-03-08,1,Blacktown
108,2021-03-09,1,Blacktown
109,2021-03-30,3,Blacktown
110,2021-04-05,1,Blacktown
111,2021-04-10,1,Blacktown
112,2021-04-11,1,Blacktown
113,2021-04-12,1,Blacktown
114,2021-04-17,1,Blacktown
115,2021-04-18,1,Blacktown
116,2021-04-19,1,Blacktown
117,2021-04-28,2,Blacktown
118,2021-05-03,2,Blacktown
119,2021-05-04,1,Blacktown
120,2021-05-17,1,Blacktown
121,2021-05-18,1,Blacktown
122,2021-06-06,1,Blacktown
123,2021-06-27,1,Blacktown
124,2021-06-29,1,Blacktown
125,2021-06-30,1,Blacktown
126,2021-07-02,1,Blacktown
127,2021-07-06,1,Blacktown
128,2021-07-07,1,Blacktown
129,2021-07-08,1,Blacktown
130,2021-07-09,1,Blacktown
131,2021-07-10,1,Blacktown
132,2021-07-11,2,Blacktown
133,2021-07-12,1,Blacktown
134,2021-07-13,1,Blacktown
135,2021-07-14,3,Blacktown
136,2021-07-15,5,Blacktown
137,2021-07-16,4,Blacktown
138,2021-07-17,3,Blacktown
139,2021-07-18,2,Blacktown
140,2021-07-19,5,Blacktown
141,2021-07-20,6,Blacktown
142,2021-07-21,12,Blacktown
143,2021-07-22,9,Blacktown
144,2021-07-23,20,Blacktown
145,2021-07-24,13,Blacktown
146,2021-07-25,8,Blacktown
147,2021-07-26,15,Blacktown
148,2021-07-27,24,Blacktown
149,2021-07-28,15,Blacktown
150,2021-07-29,13,Blacktown
151,2021-07-30,13,Blacktown
152,2021-07-31,17,Blacktown
0,2020-03-09,1,Inner West
1,2020-03-12,1,Inner West
2,2020-03-15,2,Inner West
3,2020-03-16,1,Inner West
4,2020-03-17,1,Inner West
5,2020-03-18,1,Inner West
6,2020-03-19,1,Inner West
7,2020-03-20,1,Inner West
8,2020-03-21,3,Inner West
9,2020-03-22,4,Inner West
10,2020-03-23,5,Inner West
11,2020-03-25,8,Inner West
12,2020-03-26,5,Inner West
13,2020-03-27,7,Inner West
14,2020-03-28,3,Inner West
15,2020-03-29,3,Inner West
16,2020-03-30,3,Inner West
17,2020-03-31,2,Inner West
18,2020-04-01,2,Inner West
19,2020-04-02,6,Inner West
20,2020-04-03,7,Inner West
21,2020-04-04,2,Inner West
22,2020-04-05,3,Inner West
23,2020-04-21,1,Inner West
24,2020-04-28,1,Inner West
25,2020-05-04,1,Inner West
26,2020-05-08,1,Inner West
27,2020-07-04,1,Inner West
28,2020-07-26,1,Inner West
29,2020-07-28,1,Inner West
30,2020-07-30,2,Inner West
31,2020-08-01,2,Inner West
32,2020-08-25,1,Inner West
33,2020-08-27,1,Inner West
34,2020-08-29,1,Inner West
35,2020-09-01,1,Inner West
36,2020-09-05,1,Inner West
37,2020-10-19,1,Inner West
38,2020-10-20,1,Inner West
39,2020-10-25,1,Inner West
40,2020-10-26,2,Inner West
41,2020-11-16,1,Inner West
42,2020-12-23,2,Inner West
43,2020-12-24,1,Inner West
44,2021-01-07,1,Inner West
45,2021-01-31,1,Inner West
46,2021-02-08,2,Inner West
47,2021-03-09,1,Inner West
48,2021-07-02,1,Inner West
49,2021-07-09,1,Inner West
50,2021-07-10,1,Inner West
51,2021-07-12,1,Inner West
52,2021-07-15,2,Inner West
53,2021-07-16,1,Inner West
54,2021-07-18,1,Inner West
55,2021-07-21,2,Inner West
56,2021-07-22,2,Inner West
57,2021-07-26,3,Inner West
58,2021-07-27,3,Inner West
59,2021-07-28,5,Inner West
60,2021-07-29,1,Inner West
61,2021-07-30,5,Inner West
62,2021-07-31,10,Inner West
0,2020-03-09,1,Canada Bay
1,2020-03-10,1,Canada Bay
2,2020-03-14,1,Canada Bay
3,2020-03-25,3,Canada Bay
4,2020-03-26,2,Canada Bay
5,2020-03-27,2,Canada Bay
6,2020-03-28,3,Canada Bay
7,2020-03-29,3,Canada Bay
8,2020-04-01,1,Canada Bay
9,2020-04-04,1,Canada Bay
10,2020-04-06,1,Canada Bay
11,2020-04-07,1,Canada Bay
12,2020-04-08,2,Canada Bay
13,2020-04-14,1,Canada Bay
14,2020-04-16,1,Canada Bay
15,2020-04-18,1,Canada Bay
16,2020-04-24,1,Canada Bay
17,2020-04-27,2,Canada Bay
18,2020-04-28,1,Canada Bay
19,2020-05-05,2,Canada Bay
20,2020-07-30,1,Canada Bay
21,2020-07-31,1,Canada Bay
22,2020-08-01,1,Canada Bay
23,2020-08-04,1,Canada Bay
24,2020-08-06,1,Canada Bay
25,2020-08-21,1,Canada Bay
26,2020-09-01,1,Canada Bay
27,2020-09-12,2,Canada Bay
28,2020-12-09,1,Canada Bay
29,2020-12-21,1,Canada Bay
30,2021-01-20,1,Canada Bay
31,2021-04-19,1,Canada Bay
32,2021-06-19,1,Canada Bay
33,2021-06-25,1,Canada Bay
34,2021-06-26,1,Canada Bay
35,2021-06-27,1,Canada Bay
36,2021-06-28,1,Canada Bay
37,2021-07-04,2,Canada Bay
38,2021-07-13,1,Canada Bay
39,2021-07-27,1,Canada Bay
0,2020-03-09,1,Lane Cove
1,2020-03-10,1,Lane Cove
2,2020-03-15,2,Lane Cove
3,2020-03-19,2,Lane Cove
4,2020-03-21,4,Lane Cove
5,2020-03-22,1,Lane Cove
6,2020-03-23,4,Lane Cove
7,2020-03-24,3,Lane Cove
8,2020-03-25,2,Lane Cove
9,2020-03-26,1,Lane Cove
10,2020-03-27,2,Lane Cove
11,2020-03-28,1,Lane Cove
12,2020-03-29,2,Lane Cove
13,2020-03-31,3,Lane Cove
14,2020-04-01,2,Lane Cove
15,2020-04-03,3,Lane Cove
16,2020-04-04,3,Lane Cove
17,2020-04-05,1,Lane Cove
18,2020-04-06,1,Lane Cove
19,2020-04-10,1,Lane Cove
20,2020-06-24,1,Lane Cove
21,2020-08-12,1,Lane Cove
22,2020-08-27,1,Lane Cove
23,2020-12-19,1,Lane Cove
24,2020-12-23,1,Lane Cove
25,2021-01-15,1,Lane Cove
26,2021-02-07,1,Lane Cove
27,2021-04-18,1,Lane Cove
28,2021-07-18,1,Lane Cove
29,2021-07-24,1,Lane Cove
30,2021-07-29,1,Lane Cove
0,2020-03-09,1,Willoughby
1,2020-03-14,1,Willoughby
2,2020-03-17,3,Willoughby
3,2020-03-21,3,Willoughby
4,2020-03-23,2,Willoughby
5,2020-03-24,2,Willoughby
6,2020-03-25,1,Willoughby
7,2020-03-26,1,Willoughby
8,2020-03-27,3,Willoughby
9,2020-03-28,1,Willoughby
10,2020-03-29,1,Willoughby
11,2020-03-31,1,Willoughby
12,2020-04-14,1,Willoughby
13,2020-04-16,1,Willoughby
14,2020-04-23,1,Willoughby
15,2020-07-04,1,Willoughby
16,2020-07-30,1,Willoughby
17,2020-09-03,1,Willoughby
18,2020-09-28,1,Willoughby
19,2020-12-30,1,Willoughby
20,2021-01-01,1,Willoughby
21,2021-01-27,1,Willoughby
22,2021-04-03,1,Willoughby
23,2021-04-21,1,Willoughby
24,2021-04-26,1,Willoughby
25,2021-06-30,1,Willoughby
26,2021-07-01,1,Willoughby
27,2021-07-04,1,Willoughby
28,2021-07-22,1,Willoughby
29,2021-07-26,1,Willoughby
30,2021-07-28,2,Willoughby
0,2020-03-10,1,Penrith
1,2020-03-14,1,Penrith
2,2020-03-17,3,Penrith
3,2020-03-18,2,Penrith
4,2020-03-19,1,Penrith
5,2020-03-21,3,Penrith
6,2020-03-22,1,Penrith
7,2020-03-23,3,Penrith
8,2020-03-24,10,Penrith
9,2020-03-25,4,Penrith
10,2020-03-26,3,Penrith
11,2020-03-27,6,Penrith
12,2020-03-28,5,Penrith
13,2020-03-29,1,Penrith
14,2020-03-30,4,Penrith
15,2020-03-31,2,Penrith
16,2020-04-01,2,Penrith
17,2020-04-02,2,Penrith
18,2020-04-03,3,Penrith
19,2020-04-04,2,Penrith
20,2020-04-08,1,Penrith
21,2020-04-10,2,Penrith
22,2020-04-11,1,Penrith
23,2020-04-12,2,Penrith
24,2020-04-14,9,Penrith
25,2020-04-15,9,Penrith
26,2020-04-16,9,Penrith
27,2020-04-17,2,Penrith
28,2020-04-18,8,Penrith
29,2020-04-19,2,Penrith
30,2020-04-21,1,Penrith
31,2020-04-24,9,Penrith
32,2020-04-25,1,Penrith
33,2020-04-27,1,Penrith
34,2020-04-28,1,Penrith
35,2020-04-29,1,Penrith
36,2020-04-30,5,Penrith
37,2020-05-06,1,Penrith
38,2020-05-07,1,Penrith
39,2020-05-12,1,Penrith
40,2020-06-23,1,Penrith
41,2020-06-25,1,Penrith
42,2020-06-30,1,Penrith
43,2020-07-08,1,Penrith
44,2020-07-09,2,Penrith
45,2020-07-16,1,Penrith
46,2020-07-18,1,Penrith
47,2020-07-19,1,Penrith
48,2020-07-27,1,Penrith
49,2020-08-11,1,Penrith
50,2020-09-07,1,Penrith
51,2020-09-11,1,Penrith
52,2020-10-18,1,Penrith
53,2020-10-19,1,Penrith
54,2020-10-29,1,Penrith
55,2020-10-31,1,Penrith
56,2021-03-29,1,Penrith
57,2021-04-13,1,Penrith
58,2021-04-16,1,Penrith
59,2021-04-19,1,Penrith
60,2021-05-10,1,Penrith
61,2021-07-08,4,Penrith
62,2021-07-11,2,Penrith
63,2021-07-12,1,Penrith
64,2021-07-13,1,Penrith
65,2021-07-14,2,Penrith
66,2021-07-15,1,Penrith
67,2021-07-20,1,Penrith
68,2021-07-21,1,Penrith
69,2021-07-22,1,Penrith
70,2021-07-24,1,Penrith
71,2021-07-26,1,Penrith
72,2021-07-27,3,Penrith
73,2021-07-28,6,Penrith
74,2021-07-29,3,Penrith
75,2021-07-30,1,Penrith
76,2021-07-31,1,Penrith
0,2020-03-11,2,Orange
1,2020-03-12,1,Orange
2,2020-03-17,1,Orange
3,2020-03-20,1,Orange
4,2020-03-27,2,Orange
5,2020-04-03,1,Orange
6,2020-04-06,1,Orange
7,2020-04-17,1,Orange
8,2020-05-19,1,Orange
9,2020-06-20,1,Orange
10,2020-07-30,1,Orange
11,2020-12-27,1,Orange
0,2020-03-11,1,Hunters Hill
1,2020-03-14,1,Hunters Hill
2,2020-03-15,1,Hunters Hill
3,2020-03-17,1,Hunters Hill
4,2020-03-19,1,Hunters Hill
5,2020-03-22,1,Hunters Hill
6,2020-03-24,1,Hunters Hill
7,2020-03-25,2,Hunters Hill
8,2020-03-26,2,Hunters Hill
9,2020-03-30,1,Hunters Hill
10,2020-04-01,1,Hunters Hill
11,2020-04-02,1,Hunters Hill
12,2020-04-03,2,Hunters Hill
13,2020-04-05,1,Hunters Hill
14,2020-04-07,3,Hunters Hill
15,2020-04-08,1,Hunters Hill
16,2020-04-17,1,Hunters Hill
17,2020-08-10,1,Hunters Hill
18,2020-08-26,1,Hunters Hill
19,2020-09-06,1,Hunters Hill
20,2020-09-10,1,Hunters Hill
21,2020-09-15,1,Hunters Hill
22,2020-10-03,1,Hunters Hill
23,2020-12-19,1,Hunters Hill
24,2020-12-29,1,Hunters Hill
25,2021-07-02,1,Hunters Hill
0,2020-03-11,1,Central Coast
1,2020-03-15,1,Central Coast
2,2020-03-17,1,Central Coast
3,2020-03-18,2,Central Coast
4,2020-03-19,2,Central Coast
5,2020-03-20,1,Central Coast
6,2020-03-21,8,Central Coast
7,2020-03-22,4,Central Coast
8,2020-03-23,6,Central Coast
9,2020-03-24,13,Central Coast
10,2020-03-25,11,Central Coast
11,2020-03-26,11,Central Coast
12,2020-03-27,15,Central Coast
13,2020-03-28,6,Central Coast
14,2020-03-29,7,Central Coast
15,2020-03-30,1,Central Coast
16,2020-03-31,9,Central Coast
17,2020-04-01,2,Central Coast
18,2020-04-02,4,Central Coast
19,2020-04-03,2,Central Coast
20,2020-04-04,3,Central Coast
21,2020-04-05,1,Central Coast
22,2020-04-06,1,Central Coast
23,2020-04-07,1,Central Coast
24,2020-04-08,1,Central Coast
25,2020-04-09,2,Central Coast
26,2020-04-18,1,Central Coast
27,2020-04-30,1,Central Coast
28,2020-05-08,1,Central Coast
29,2020-06-13,2,Central Coast
30,2020-06-26,1,Central Coast
31,2020-06-27,1,Central Coast
32,2020-07-02,1,Central Coast
33,2020-07-28,1,Central Coast
34,2020-08-10,1,Central Coast
35,2020-08-26,1,Central Coast
36,2020-08-31,1,Central Coast
37,2020-10-17,1,Central Coast
38,2020-12-13,1,Central Coast
39,2020-12-18,2,Central Coast
40,2020-12-28,1,Central Coast
41,2020-12-29,1,Central Coast
42,2021-01-04,1,Central Coast
43,2021-01-18,1,Central Coast
44,2021-01-31,1,Central Coast
45,2021-03-10,1,Central Coast
