,notification_date,TY,SType
102,1/8/2021,2,Cumberland
103,1/9/2021,1,Cumberland
104,1/10/2021,1,Cumberland
105,1/11/2021,1,Cumberland
106,1/12/2021,1,Cumberland
107,1/15/2021,2,Cumberland
108,1/16/2021,5,Cumberland
109,2/9/2021,1,Cumberland
110,2/21/2021,1,Cumberland
111,2/28/2021,2,Cumberland
112,3/4/2021,1,Cumberland
113,3/11/2021,1,Cumberland
114,3/17/2021,1,Cumberland
115,3/24/2021,1,Cumberland
116,3/28/2021,1,Cumberland
117,4/4/2021,1,Cumberland
118,4/5/2021,1,Cumberland
119,4/9/2021,1,Cumberland
120,4/15/2021,1,Cumberland
121,4/17/2021,2,Cumberland
122,4/18/2021,1,Cumberland
123,4/19/2021,1,Cumberland
124,4/24/2021,1,Cumberland
125,4/26/2021,1,Cumberland
126,4/28/2021,4,Cumberland
127,5/2/2021,1,Cumberland
128,5/4/2021,2,Cumberland
129,5/5/2021,3,Cumberland
130,5/12/2021,2,Cumberland
131,5/16/2021,1,Cumberland
132,5/17/2021,1,Cumberland
133,5/19/2021,1,Cumberland
134,5/21/2021,1,Cumberland
135,5/27/2021,2,Cumberland
136,6/7/2021,2,Cumberland
137,6/10/2021,1,Cumberland
138,6/18/2021,3,Cumberland
139,6/19/2021,1,Cumberland
140,6/24/2021,2,Cumberland
141,6/29/2021,2,Cumberland
142,6/30/2021,1,Cumberland
143,7/1/2021,1,Cumberland
144,7/2/2021,2,Cumberland
145,7/3/2021,1,Cumberland
146,7/4/2021,2,Cumberland
147,7/6/2021,2,Cumberland
148,7/7/2021,2,Cumberland
149,7/8/2021,1,Cumberland
150,7/9/2021,2,Cumberland
151,7/10/2021,5,Cumberland
152,7/11/2021,2,Cumberland
153,7/13/2021,3,Cumberland
154,7/14/2021,1,Cumberland
155,7/15/2021,8,Cumberland
156,7/16/2021,7,Cumberland
157,7/17/2021,6,Cumberland
158,7/18/2021,11,Cumberland
159,7/19/2021,5,Cumberland
160,7/20/2021,22,Cumberland
161,7/21/2021,20,Cumberland
162,7/22/2021,15,Cumberland
163,7/23/2021,27,Cumberland
164,7/24/2021,22,Cumberland
165,7/25/2021,18,Cumberland
0,3/8/2020,1,Woollahra
1,3/10/2020,1,Woollahra
2,3/11/2020,1,Woollahra
3,3/13/2020,4,Woollahra
4,3/14/2020,1,Woollahra
5,3/15/2020,4,Woollahra
6,3/16/2020,1,Woollahra
7,3/17/2020,4,Woollahra
8,3/18/2020,3,Woollahra
9,3/19/2020,4,Woollahra
10,3/20/2020,10,Woollahra
11,3/21/2020,8,Woollahra
12,3/22/2020,4,Woollahra
13,3/23/2020,9,Woollahra
14,3/24/2020,4,Woollahra
15,3/25/2020,10,Woollahra
16,3/26/2020,2,Woollahra
17,3/27/2020,4,Woollahra
18,3/28/2020,2,Woollahra
19,3/29/2020,1,Woollahra
20,3/30/2020,3,Woollahra
21,3/31/2020,3,Woollahra
22,4/1/2020,1,Woollahra
23,4/2/2020,1,Woollahra
24,4/4/2020,1,Woollahra
25,4/5/2020,1,Woollahra
26,4/9/2020,1,Woollahra
27,4/10/2020,2,Woollahra
28,4/11/2020,1,Woollahra
29,4/29/2020,1,Woollahra
30,6/11/2020,1,Woollahra
31,7/19/2020,1,Woollahra
32,8/13/2020,3,Woollahra
33,8/28/2020,2,Woollahra
34,9/1/2020,1,Woollahra
35,9/3/2020,1,Woollahra
36,11/28/2020,1,Woollahra
37,12/17/2020,1,Woollahra
38,12/20/2020,1,Woollahra
39,12/21/2020,1,Woollahra
40,12/23/2020,1,Woollahra
41,12/24/2020,1,Woollahra
42,12/26/2020,2,Woollahra
43,12/30/2020,1,Woollahra
44,1/1/2021,4,Woollahra
45,1/6/2021,4,Woollahra
46,1/15/2021,1,Woollahra
47,1/25/2021,1,Woollahra
48,5/5/2021,2,Woollahra
49,6/18/2021,1,Woollahra
50,6/21/2021,1,Woollahra
51,6/23/2021,1,Woollahra
52,6/24/2021,2,Woollahra
53,6/25/2021,3,Woollahra
54,6/26/2021,2,Woollahra
55,6/28/2021,1,Woollahra
56,6/29/2021,1,Woollahra
57,6/30/2021,3,Woollahra
58,7/1/2021,1,Woollahra
59,7/2/2021,2,Woollahra
60,7/5/2021,1,Woollahra
61,7/9/2021,1,Woollahra
62,7/11/2021,3,Woollahra
63,7/15/2021,1,Woollahra
0,3/8/2020,1,Liverpool
1,3/12/2020,1,Liverpool
2,3/16/2020,2,Liverpool
3,3/19/2020,1,Liverpool
4,3/20/2020,2,Liverpool
5,3/21/2020,1,Liverpool
6,3/22/2020,4,Liverpool
7,3/23/2020,2,Liverpool
8,3/24/2020,2,Liverpool
9,3/25/2020,2,Liverpool
10,3/26/2020,4,Liverpool
11,3/27/2020,7,Liverpool
12,3/29/2020,2,Liverpool
13,3/31/2020,1,Liverpool
14,4/2/2020,1,Liverpool
15,4/7/2020,2,Liverpool
16,4/8/2020,5,Liverpool
17,4/9/2020,4,Liverpool
18,4/10/2020,1,Liverpool
19,4/11/2020,1,Liverpool
20,4/14/2020,2,Liverpool
21,4/15/2020,1,Liverpool
22,4/18/2020,1,Liverpool
23,6/13/2020,1,Liverpool
24,6/28/2020,1,Liverpool
25,7/4/2020,1,Liverpool
26,7/8/2020,1,Liverpool
27,7/11/2020,1,Liverpool
28,7/12/2020,6,Liverpool
29,7/13/2020,5,Liverpool
30,7/14/2020,3,Liverpool
31,7/15/2020,2,Liverpool
32,7/17/2020,2,Liverpool
33,7/18/2020,1,Liverpool
34,7/19/2020,1,Liverpool
35,7/20/2020,2,Liverpool
36,7/21/2020,2,Liverpool
37,7/22/2020,3,Liverpool
38,7/24/2020,1,Liverpool
39,7/25/2020,3,Liverpool
40,7/26/2020,1,Liverpool
41,7/27/2020,1,Liverpool
42,7/29/2020,2,Liverpool
43,7/30/2020,2,Liverpool
44,7/31/2020,1,Liverpool
45,8/1/2020,4,Liverpool
46,8/3/2020,4,Liverpool
47,8/5/2020,1,Liverpool
48,8/11/2020,3,Liverpool
49,8/16/2020,1,Liverpool
50,8/19/2020,1,Liverpool
51,8/21/2020,1,Liverpool
52,8/23/2020,1,Liverpool
53,8/30/2020,1,Liverpool
54,9/3/2020,1,Liverpool
55,9/19/2020,1,Liverpool
56,9/30/2020,1,Liverpool
57,10/8/2020,1,Liverpool
58,10/10/2020,2,Liverpool
59,10/14/2020,1,Liverpool
60,10/18/2020,1,Liverpool
61,10/21/2020,1,Liverpool
62,10/24/2020,3,Liverpool
63,10/28/2020,4,Liverpool
64,11/1/2020,1,Liverpool
65,11/5/2020,3,Liverpool
66,11/21/2020,1,Liverpool
67,11/24/2020,1,Liverpool
68,12/26/2020,2,Liverpool
69,12/28/2020,1,Liverpool
70,12/29/2020,1,Liverpool
71,1/16/2021,2,Liverpool
72,1/20/2021,1,Liverpool
73,2/8/2021,1,Liverpool
74,3/14/2021,1,Liverpool
75,4/5/2021,2,Liverpool
76,4/8/2021,1,Liverpool
77,4/16/2021,1,Liverpool
78,5/1/2021,1,Liverpool
79,5/3/2021,1,Liverpool
80,5/17/2021,1,Liverpool
81,5/27/2021,1,Liverpool
82,6/7/2021,1,Liverpool
83,6/22/2021,1,Liverpool
84,6/23/2021,2,Liverpool
85,6/24/2021,6,Liverpool
86,6/25/2021,5,Liverpool
87,6/26/2021,1,Liverpool
88,6/27/2021,1,Liverpool
89,6/28/2021,2,Liverpool
90,6/29/2021,5,Liverpool
91,6/30/2021,1,Liverpool
92,7/2/2021,1,Liverpool
93,7/5/2021,2,Liverpool
94,7/6/2021,4,Liverpool
95,7/7/2021,1,Liverpool
96,7/8/2021,4,Liverpool
97,7/9/2021,2,Liverpool
98,7/10/2021,3,Liverpool
99,7/11/2021,8,Liverpool
100,7/12/2021,1,Liverpool
101,7/13/2021,7,Liverpool
102,7/14/2021,7,Liverpool
103,7/15/2021,8,Liverpool
104,7/16/2021,14,Liverpool
105,7/17/2021,3,Liverpool
106,7/18/2021,20,Liverpool
107,7/19/2021,4,Liverpool
108,7/20/2021,5,Liverpool
109,7/21/2021,11,Liverpool
110,7/22/2021,14,Liverpool
111,7/23/2021,7,Liverpool
112,7/24/2021,14,Liverpool
113,7/25/2021,5,Liverpool
0,3/8/2020,1,Blue Mountains
1,3/10/2020,1,Blue Mountains
2,3/13/2020,1,Blue Mountains
3,3/19/2020,1,Blue Mountains
4,3/20/2020,1,Blue Mountains
5,3/23/2020,2,Blue Mountains
6,3/24/2020,2,Blue Mountains
7,3/25/2020,3,Blue Mountains
8,3/26/2020,2,Blue Mountains
9,3/27/2020,1,Blue Mountains
10,3/28/2020,1,Blue Mountains
11,3/29/2020,1,Blue Mountains
12,3/30/2020,3,Blue Mountains
13,4/1/2020,1,Blue Mountains
14,4/3/2020,1,Blue Mountains
15,4/23/2020,2,Blue Mountains
16,4/24/2020,1,Blue Mountains
17,5/3/2020,1,Blue Mountains
18,5/13/2020,1,Blue Mountains
19,7/9/2020,2,Blue Mountains
20,7/10/2020,2,Blue Mountains
21,7/20/2020,1,Blue Mountains
22,9/9/2020,2,Blue Mountains
23,9/11/2020,1,Blue Mountains
24,9/14/2020,1,Blue Mountains
25,9/15/2020,2,Blue Mountains
26,1/8/2021,1,Blue Mountains
27,7/16/2021,1,Blue Mountains
28,7/17/2021,1,Blue Mountains
0,3/9/2020,1,Willoughby
1,3/14/2020,1,Willoughby
2,3/17/2020,3,Willoughby
3,3/21/2020,3,Willoughby
4,3/23/2020,2,Willoughby
5,3/24/2020,2,Willoughby
6,3/25/2020,1,Willoughby
7,3/26/2020,1,Willoughby
8,3/27/2020,3,Willoughby
9,3/28/2020,1,Willoughby
10,3/29/2020,1,Willoughby
11,3/31/2020,1,Willoughby
12,4/14/2020,1,Willoughby
13,4/16/2020,1,Willoughby
14,4/23/2020,1,Willoughby
15,7/4/2020,1,Willoughby
16,7/30/2020,1,Willoughby
17,9/3/2020,1,Willoughby
18,9/28/2020,1,Willoughby
19,12/30/2020,1,Willoughby
20,1/1/2021,1,Willoughby
21,1/27/2021,1,Willoughby
22,4/3/2021,1,Willoughby
23,4/21/2021,1,Willoughby
24,4/26/2021,1,Willoughby
25,6/30/2021,1,Willoughby
26,7/1/2021,1,Willoughby
27,7/4/2021,1,Willoughby
28,7/22/2021,1,Willoughby
0,3/9/2020,1,Lane Cove
1,3/10/2020,1,Lane Cove
2,3/15/2020,2,Lane Cove
3,3/19/2020,2,Lane Cove
4,3/21/2020,4,Lane Cove
5,3/22/2020,1,Lane Cove
6,3/23/2020,4,Lane Cove
7,3/24/2020,3,Lane Cove
8,3/25/2020,2,Lane Cove
9,3/26/2020,1,Lane Cove
10,3/27/2020,2,Lane Cove
11,3/28/2020,1,Lane Cove
12,3/29/2020,2,Lane Cove
13,3/31/2020,3,Lane Cove
14,4/1/2020,2,Lane Cove
15,4/3/2020,3,Lane Cove
16,4/4/2020,3,Lane Cove
17,4/5/2020,1,Lane Cove
18,4/6/2020,1,Lane Cove
19,4/10/2020,1,Lane Cove
20,6/24/2020,1,Lane Cove
21,8/12/2020,1,Lane Cove
22,8/27/2020,1,Lane Cove
23,12/19/2020,1,Lane Cove
24,12/23/2020,1,Lane Cove
25,1/15/2021,1,Lane Cove
26,2/7/2021,1,Lane Cove
27,4/18/2021,1,Lane Cove
28,7/18/2021,1,Lane Cove
29,7/24/2021,1,Lane Cove
0,3/9/2020,3,Blacktown
1,3/11/2020,2,Blacktown
2,3/12/2020,1,Blacktown
3,3/13/2020,1,Blacktown
4,3/17/2020,1,Blacktown
5,3/18/2020,1,Blacktown
6,3/20/2020,2,Blacktown
7,3/21/2020,1,Blacktown
8,3/22/2020,3,Blacktown
9,3/23/2020,5,Blacktown
10,3/24/2020,4,Blacktown
11,3/25/2020,8,Blacktown
12,3/26/2020,6,Blacktown
13,3/27/2020,7,Blacktown
14,3/28/2020,4,Blacktown
15,3/29/2020,12,Blacktown
16,3/30/2020,6,Blacktown
17,3/31/2020,6,Blacktown
18,4/1/2020,7,Blacktown
19,4/2/2020,5,Blacktown
20,4/3/2020,7,Blacktown
21,4/4/2020,2,Blacktown
22,4/5/2020,1,Blacktown
23,4/6/2020,2,Blacktown
24,4/7/2020,1,Blacktown
25,4/8/2020,1,Blacktown
26,4/9/2020,6,Blacktown
27,4/11/2020,2,Blacktown
28,4/14/2020,1,Blacktown
29,4/19/2020,1,Blacktown
30,4/28/2020,2,Blacktown
31,4/30/2020,1,Blacktown
32,5/4/2020,1,Blacktown
33,5/13/2020,1,Blacktown
34,5/14/2020,2,Blacktown
35,5/24/2020,1,Blacktown
36,5/31/2020,3,Blacktown
37,6/1/2020,2,Blacktown
38,6/2/2020,1,Blacktown
39,6/4/2020,3,Blacktown
40,6/11/2020,1,Blacktown
41,6/23/2020,2,Blacktown
42,6/24/2020,1,Blacktown
43,6/26/2020,2,Blacktown
44,6/27/2020,1,Blacktown
45,6/29/2020,2,Blacktown
46,6/30/2020,3,Blacktown
47,7/3/2020,2,Blacktown
48,7/4/2020,1,Blacktown
49,7/8/2020,1,Blacktown
50,7/14/2020,1,Blacktown
51,7/15/2020,1,Blacktown
52,7/18/2020,1,Blacktown
53,7/19/2020,1,Blacktown
54,7/20/2020,2,Blacktown
55,7/22/2020,1,Blacktown
56,7/26/2020,1,Blacktown
57,7/28/2020,2,Blacktown
58,7/29/2020,1,Blacktown
59,7/30/2020,2,Blacktown
60,7/31/2020,1,Blacktown
61,8/8/2020,1,Blacktown
62,8/9/2020,1,Blacktown
63,8/10/2020,1,Blacktown
64,8/18/2020,1,Blacktown
65,8/21/2020,1,Blacktown
66,8/23/2020,1,Blacktown
67,8/25/2020,2,Blacktown
68,8/26/2020,3,Blacktown
69,8/27/2020,2,Blacktown
70,8/29/2020,1,Blacktown
71,8/30/2020,1,Blacktown
72,9/5/2020,1,Blacktown
73,9/7/2020,1,Blacktown
74,9/8/2020,1,Blacktown
75,9/9/2020,2,Blacktown
76,9/11/2020,1,Blacktown
77,9/14/2020,1,Blacktown
78,9/22/2020,1,Blacktown
79,9/24/2020,1,Blacktown
80,9/28/2020,1,Blacktown
81,9/30/2020,2,Blacktown
82,10/8/2020,2,Blacktown
83,10/13/2020,1,Blacktown
84,10/14/2020,2,Blacktown
85,10/15/2020,1,Blacktown
86,10/26/2020,1,Blacktown
87,11/30/2020,1,Blacktown
88,12/9/2020,2,Blacktown
89,12/12/2020,1,Blacktown
90,12/20/2020,1,Blacktown
91,12/21/2020,2,Blacktown
92,12/22/2020,4,Blacktown
93,12/23/2020,1,Blacktown
94,12/26/2020,1,Blacktown
95,12/27/2020,1,Blacktown
96,1/1/2021,1,Blacktown
97,1/2/2021,1,Blacktown
98,1/3/2021,1,Blacktown
99,1/4/2021,1,Blacktown
100,1/10/2021,1,Blacktown
101,1/11/2021,1,Blacktown
102,1/15/2021,1,Blacktown
103,1/29/2021,1,Blacktown
104,2/24/2021,1,Blacktown
105,2/27/2021,1,Blacktown
106,3/4/2021,4,Blacktown
107,3/8/2021,1,Blacktown
108,3/9/2021,1,Blacktown
109,3/30/2021,3,Blacktown
110,4/5/2021,1,Blacktown
111,4/10/2021,1,Blacktown
112,4/11/2021,1,Blacktown
113,4/12/2021,1,Blacktown
114,4/17/2021,1,Blacktown
115,4/18/2021,1,Blacktown
116,4/19/2021,1,Blacktown
117,4/28/2021,2,Blacktown
118,5/3/2021,2,Blacktown
119,5/4/2021,1,Blacktown
120,5/17/2021,1,Blacktown
121,5/18/2021,1,Blacktown
122,6/6/2021,1,Blacktown
123,6/27/2021,1,Blacktown
124,6/29/2021,1,Blacktown
125,6/30/2021,1,Blacktown
126,7/2/2021,1,Blacktown
127,7/6/2021,1,Blacktown
128,7/7/2021,1,Blacktown
129,7/8/2021,1,Blacktown
130,7/9/2021,1,Blacktown
131,7/10/2021,1,Blacktown
132,7/11/2021,2,Blacktown
133,7/12/2021,1,Blacktown
134,7/13/2021,1,Blacktown
135,7/14/2021,3,Blacktown
136,7/15/2021,5,Blacktown
137,7/16/2021,4,Blacktown
138,7/17/2021,3,Blacktown
139,7/18/2021,2,Blacktown
140,7/19/2021,4,Blacktown
141,7/20/2021,6,Blacktown
142,7/21/2021,13,Blacktown
143,7/22/2021,9,Blacktown
144,7/23/2021,20,Blacktown
145,7/24/2021,12,Blacktown
146,7/25/2021,7,Blacktown
0,3/9/2020,1,Inner West
1,3/12/2020,1,Inner West
2,3/15/2020,2,Inner West
3,3/16/2020,1,Inner West
4,3/17/2020,1,Inner West
5,3/18/2020,1,Inner West
6,3/19/2020,1,Inner West
7,3/20/2020,1,Inner West
8,3/21/2020,3,Inner West
9,3/22/2020,4,Inner West
10,3/23/2020,5,Inner West
11,3/25/2020,8,Inner West
12,3/26/2020,5,Inner West
13,3/27/2020,7,Inner West
14,3/28/2020,3,Inner West
15,3/29/2020,3,Inner West
16,3/30/2020,3,Inner West
17,3/31/2020,2,Inner West
18,4/1/2020,2,Inner West
19,4/2/2020,6,Inner West
20,4/3/2020,7,Inner West
21,4/4/2020,2,Inner West
22,4/5/2020,3,Inner West
23,4/21/2020,1,Inner West
24,4/28/2020,1,Inner West
25,5/4/2020,1,Inner West
26,5/8/2020,1,Inner West
27,7/4/2020,1,Inner West
28,7/26/2020,1,Inner West
29,7/28/2020,1,Inner West
30,7/30/2020,2,Inner West
31,8/1/2020,2,Inner West
32,8/25/2020,1,Inner West
33,8/27/2020,1,Inner West
34,8/29/2020,1,Inner West
35,9/1/2020,1,Inner West
36,9/5/2020,1,Inner West
37,10/19/2020,1,Inner West
38,10/20/2020,1,Inner West
39,10/25/2020,1,Inner West
40,10/26/2020,2,Inner West
41,11/16/2020,1,Inner West
42,12/23/2020,2,Inner West
43,12/24/2020,1,Inner West
44,1/7/2021,1,Inner West
45,1/31/2021,1,Inner West
46,2/8/2021,2,Inner West
47,3/9/2021,1,Inner West
48,7/2/2021,1,Inner West
49,7/9/2021,1,Inner West
50,7/10/2021,1,Inner West
51,7/12/2021,1,Inner West
52,7/15/2021,2,Inner West
53,7/16/2021,1,Inner West
54,7/18/2021,1,Inner West
55,7/21/2021,2,Inner West
56,7/22/2021,2,Inner West
0,3/9/2020,1,Canada Bay
1,3/10/2020,1,Canada Bay
2,3/14/2020,1,Canada Bay
3,3/25/2020,3,Canada Bay
4,3/26/2020,2,Canada Bay
5,3/27/2020,2,Canada Bay
6,3/28/2020,3,Canada Bay
7,3/29/2020,3,Canada Bay
8,4/1/2020,1,Canada Bay
9,4/4/2020,1,Canada Bay
10,4/6/2020,1,Canada Bay
11,4/7/2020,1,Canada Bay
12,4/8/2020,2,Canada Bay
13,4/14/2020,1,Canada Bay
14,4/16/2020,1,Canada Bay
15,4/18/2020,1,Canada Bay
16,4/24/2020,1,Canada Bay
17,4/27/2020,2,Canada Bay
18,4/28/2020,1,Canada Bay
19,5/5/2020,2,Canada Bay
20,7/30/2020,1,Canada Bay
21,7/31/2020,1,Canada Bay
22,8/1/2020,1,Canada Bay
23,8/4/2020,1,Canada Bay
24,8/6/2020,1,Canada Bay
25,8/21/2020,1,Canada Bay
26,9/1/2020,1,Canada Bay
27,9/12/2020,2,Canada Bay
28,12/9/2020,1,Canada Bay
29,12/21/2020,1,Canada Bay
30,1/20/2021,1,Canada Bay
31,4/19/2021,1,Canada Bay
32,6/19/2021,1,Canada Bay
33,6/25/2021,1,Canada Bay
34,6/26/2021,1,Canada Bay
35,6/27/2021,1,Canada Bay
36,6/28/2021,1,Canada Bay
37,7/4/2021,2,Canada Bay
38,7/13/2021,1,Canada Bay
0,3/10/2020,1,Penrith
1,3/14/2020,1,Penrith
2,3/17/2020,3,Penrith
3,3/18/2020,2,Penrith
4,3/19/2020,1,Penrith
5,3/21/2020,3,Penrith
6,3/22/2020,1,Penrith
7,3/23/2020,3,Penrith
8,3/24/2020,10,Penrith
9,3/25/2020,4,Penrith
10,3/26/2020,3,Penrith
11,3/27/2020,6,Penrith
12,3/28/2020,5,Penrith
13,3/29/2020,1,Penrith
14,3/30/2020,4,Penrith
15,3/31/2020,2,Penrith
16,4/1/2020,2,Penrith
17,4/2/2020,2,Penrith
18,4/3/2020,3,Penrith
19,4/4/2020,2,Penrith
20,4/8/2020,1,Penrith
21,4/10/2020,2,Penrith
22,4/11/2020,1,Penrith
23,4/12/2020,2,Penrith
24,4/14/2020,9,Penrith
25,4/15/2020,9,Penrith
26,4/16/2020,9,Penrith
27,4/17/2020,2,Penrith
28,4/18/2020,8,Penrith
29,4/19/2020,2,Penrith
30,4/21/2020,1,Penrith
31,4/24/2020,9,Penrith
32,4/25/2020,1,Penrith
33,4/27/2020,1,Penrith
34,4/28/2020,1,Penrith
35,4/29/2020,1,Penrith
36,4/30/2020,5,Penrith
37,5/6/2020,1,Penrith
38,5/7/2020,1,Penrith
39,5/12/2020,1,Penrith
40,6/23/2020,1,Penrith
41,6/25/2020,1,Penrith
42,6/30/2020,1,Penrith
43,7/8/2020,1,Penrith
44,7/9/2020,2,Penrith
45,7/16/2020,1,Penrith
46,7/18/2020,1,Penrith
47,7/19/2020,1,Penrith
48,7/27/2020,1,Penrith
49,8/11/2020,1,Penrith
50,9/7/2020,1,Penrith
51,9/11/2020,1,Penrith
52,10/18/2020,1,Penrith
53,10/19/2020,1,Penrith
54,10/29/2020,1,Penrith
55,10/31/2020,1,Penrith
56,3/29/2021,1,Penrith
57,4/13/2021,1,Penrith
58,4/16/2021,1,Penrith
59,4/19/2021,1,Penrith
60,5/10/2021,1,Penrith
61,7/8/2021,4,Penrith
62,7/11/2021,2,Penrith
63,7/12/2021,1,Penrith
64,7/13/2021,1,Penrith
65,7/14/2021,2,Penrith
66,7/15/2021,1,Penrith
67,7/20/2021,1,Penrith
68,7/21/2021,1,Penrith
69,7/22/2021,1,Penrith
70,7/24/2021,1,Penrith
0,3/11/2020,1,Central Coast
1,3/15/2020,1,Central Coast
2,3/17/2020,1,Central Coast
3,3/18/2020,2,Central Coast
4,3/19/2020,2,Central Coast
5,3/20/2020,1,Central Coast
6,3/21/2020,8,Central Coast
7,3/22/2020,4,Central Coast
8,3/23/2020,6,Central Coast
9,3/24/2020,13,Central Coast
10,3/25/2020,11,Central Coast
11,3/26/2020,11,Central Coast
12,3/27/2020,15,Central Coast
13,3/28/2020,6,Central Coast
14,3/29/2020,7,Central Coast
15,3/30/2020,1,Central Coast
16,3/31/2020,9,Central Coast
17,4/1/2020,2,Central Coast
18,4/2/2020,4,Central Coast
19,4/3/2020,2,Central Coast
20,4/4/2020,3,Central Coast
21,4/5/2020,1,Central Coast
22,4/6/2020,1,Central Coast
23,4/7/2020,1,Central Coast
24,4/8/2020,1,Central Coast
25,4/9/2020,2,Central Coast
26,4/18/2020,1,Central Coast
27,4/30/2020,1,Central Coast
28,5/8/2020,1,Central Coast
29,6/13/2020,2,Central Coast
30,6/26/2020,1,Central Coast
31,6/27/2020,1,Central Coast
32,7/2/2020,1,Central Coast
33,7/28/2020,1,Central Coast
34,8/10/2020,1,Central Coast
35,8/26/2020,1,Central Coast
36,8/31/2020,1,Central Coast
37,10/17/2020,1,Central Coast
38,12/13/2020,1,Central Coast
39,12/18/2020,2,Central Coast
40,12/28/2020,1,Central Coast
41,12/29/2020,1,Central Coast
42,1/4/2021,1,Central Coast
43,1/18/2021,1,Central Coast
44,1/31/2021,1,Central Coast
45,3/10/2021,1,Central Coast
46,7/2/2021,2,Central Coast
47,7/10/2021,1,Central Coast
48,7/23/2021,4,Central Coast
49,7/25/2021,1,Central Coast
0,3/11/2020,2,Orange
1,3/12/2020,1,Orange
2,3/17/2020,1,Orange
3,3/20/2020,1,Orange
4,3/27/2020,2,Orange
5,4/3/2020,1,Orange
6,4/6/2020,1,Orange
7,4/17/2020,1,Orange
8,5/19/2020,1,Orange
9,6/20/2020,1,Orange
10,7/30/2020,1,Orange
11,12/27/2020,1,Orange
0,3/11/2020,1,Hunters Hill
1,3/14/2020,1,Hunters Hill
2,3/15/2020,1,Hunters Hill
3,3/17/2020,1,Hunters Hill
4,3/19/2020,1,Hunters Hill
5,3/22/2020,1,Hunters Hill
6,3/24/2020,1,Hunters Hill
7,3/25/2020,2,Hunters Hill
8,3/26/2020,2,Hunters Hill
9,3/30/2020,1,Hunters Hill
10,4/1/2020,1,Hunters Hill
11,4/2/2020,1,Hunters Hill
12,4/3/2020,2,Hunters Hill
13,4/5/2020,1,Hunters Hill
14,4/7/2020,3,Hunters Hill
15,4/8/2020,1,Hunters Hill
16,4/17/2020,1,Hunters Hill
17,8/10/2020,1,Hunters Hill
18,8/26/2020,1,Hunters Hill
19,9/6/2020,1,Hunters Hill
20,9/10/2020,1,Hunters Hill
21,9/15/2020,1,Hunters Hill
22,10/3/2020,1,Hunters Hill
23,12/19/2020,1,Hunters Hill
24,12/29/2020,1,Hunters Hill
25,7/2/2021,1,Hunters Hill
0,3/12/2020,1,Hawkesbury
1,3/15/2020,1,Hawkesbury
2,3/19/2020,1,Hawkesbury
3,3/21/2020,1,Hawkesbury
4,3/22/2020,1,Hawkesbury
5,3/23/2020,1,Hawkesbury
6,3/24/2020,5,Hawkesbury
7,3/25/2020,2,Hawkesbury
8,3/26/2020,2,Hawkesbury
9,3/27/2020,3,Hawkesbury
10,3/28/2020,1,Hawkesbury
11,3/29/2020,1,Hawkesbury
12,3/31/2020,1,Hawkesbury
13,4/1/2020,1,Hawkesbury
14,4/3/2020,1,Hawkesbury
15,4/9/2020,1,Hawkesbury
16,4/16/2020,1,Hawkesbury
17,12/12/2020,1,Hawkesbury
18,12/20/2020,1,Hawkesbury
19,7/10/2021,3,Hawkesbury
20,7/12/2021,1,Hawkesbury
21,7/17/2021,2,Hawkesbury
0,3/12/2020,2,Waverley
1,3/13/2020,2,Waverley
2,3/14/2020,4,Waverley
3,3/15/2020,2,Waverley
4,3/16/2020,5,Waverley
5,3/17/2020,3,Waverley
6,3/18/2020,8,Waverley
7,3/19/2020,3,Waverley
8,3/20/2020,16,Waverley
9,3/21/2020,21,Waverley
10,3/22/2020,4,Waverley
11,3/23/2020,15,Waverley
12,3/24/2020,13,Waverley
13,3/25/2020,10,Waverley
14,3/26/2020,17,Waverley
15,3/27/2020,10,Waverley
16,3/28/2020,2,Waverley
17,3/30/2020,2,Waverley
18,3/31/2020,4,Waverley
19,4/1/2020,9,Waverley
20,4/2/2020,4,Waverley
21,4/3/2020,3,Waverley
22,4/4/2020,4,Waverley
23,4/5/2020,4,Waverley
24,4/7/2020,3,Waverley
25,4/8/2020,4,Waverley
26,4/9/2020,1,Waverley
27,4/11/2020,1,Waverley
28,4/12/2020,1,Waverley
29,4/18/2020,2,Waverley
30,6/14/2020,1,Waverley
31,7/27/2020,1,Waverley
32,7/28/2020,1,Waverley
33,7/29/2020,1,Waverley
34,7/31/2020,2,Waverley
35,8/2/2020,1,Waverley
36,8/25/2020,1,Waverley
37,8/28/2020,1,Waverley
38,8/29/2020,3,Waverley
39,9/1/2020,2,Waverley
40,9/2/2020,1,Waverley
41,9/4/2020,1,Waverley
42,9/5/2020,2,Waverley
43,9/8/2020,1,Waverley
44,9/9/2020,2,Waverley
45,9/10/2020,1,Waverley
46,9/11/2020,2,Waverley
47,10/8/2020,1,Waverley
48,10/21/2020,1,Waverley
49,10/31/2020,2,Waverley
50,11/1/2020,1,Waverley
51,11/13/2020,1,Waverley
52,11/27/2020,1,Waverley
53,12/1/2020,2,Waverley
54,12/6/2020,2,Waverley
55,12/10/2020,2,Waverley
56,12/11/2020,1,Waverley
57,12/12/2020,1,Waverley
58,12/20/2020,1,Waverley
59,12/24/2020,1,Waverley
60,12/29/2020,3,Waverley
61,3/31/2021,1,Waverley
62,4/10/2021,1,Waverley
63,6/16/2021,2,Waverley
64,6/17/2021,1,Waverley
65,6/22/2021,7,Waverley
66,6/23/2021,2,Waverley
67,6/24/2021,5,Waverley
